,athlete_id,athlete_name,year,school_name,rushing_yards,rushing_attempts,Rnd,Pick,Tm,Pos,Age,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,year_drafted
1527,483176,S.Gilmore,2009,South Carolina,40.0,10.0,1.0,10.0,BUF,DB,21.0,8.0,42.0,24.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,21.0,1.0,South Carolina,2012
636,235971,S.Harris,2010,Southern Illinois,11.0,5.0,7.0,235.0,OAK,DE,23.0,1.0,7.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,9.0,Illinois St.,2014
1518,483021,S.Hill,2009,Georgia Tech,134.0,7.0,2.0,43.0,NYJ,WR,21.0,2.0,4.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,594.0,4.0,1.0,,,Georgia Tech,2012
1519,483021,S.Hill,2010,Georgia Tech,34.0,3.0,2.0,43.0,NYJ,WR,21.0,2.0,4.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,594.0,4.0,1.0,,,Georgia Tech,2012
1520,483021,S.Hill,2011,Georgia Tech,27.0,3.0,2.0,43.0,NYJ,WR,21.0,2.0,4.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,594.0,4.0,1.0,,,Georgia Tech,2012
223,505350,S.Johnson,2012,Kansas State,12.0,4.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
222,502076,S.Johnson,2013,Iowa State,363.0,96.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
221,502076,S.Johnson,2012,Iowa State,540.0,126.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
220,502076,S.Johnson,2011,Iowa State,355.0,69.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
219,502076,S.Johnson,2010,Iowa State,227.0,39.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
218,501519,S.Johnson,2013,UCF,181.0,33.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
216,501519,S.Johnson,2010,Miami,99.0,7.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
215,183229,S.Johnson,2009,USC,50.0,11.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
217,501519,S.Johnson,2012,UCF,168.0,27.0,7.0,222.0,JAX,RB,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,86.0,2.0,1.0,-4.0,0.0,,,,Central Florida,2014
1843,529367,S.Long,2014,Portland State,36.0,9.0,3.0,78.0,WAS,G,23.0,3.0,19.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Nebraska,2014
543,232428,S.Ridley,2010,LSU,1123.0,244.0,3.0,73.0,NWE,RB,22.0,1.0,25.0,23.0,74.0,0.0,0.0,0.0,0.0,0.0,743.0,3102.0,24.0,30.0,162.0,0.0,1.0,,,LSU,2011
542,232428,S.Ridley,2009,LSU,167.0,33.0,3.0,73.0,NWE,RB,22.0,1.0,25.0,23.0,74.0,0.0,0.0,0.0,0.0,0.0,743.0,3102.0,24.0,30.0,162.0,0.0,1.0,,,LSU,2011
975,378796,S.Smith,2009,New Mexico State,11.0,6.0,6.0,187.0,HOU,G,23.0,0.0,7.0,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Colorado St.,2010
976,378796,S.Smith,2010,New Mexico State,52.0,16.0,6.0,187.0,HOU,G,23.0,0.0,7.0,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Colorado St.,2010
1509,482574,S.Taylor,2012,Stanford,1511.0,316.0,5.0,140.0,ARI,RB,22.0,0.0,3.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,120.0,393.0,1.0,20.0,154.0,3.0,5.0,,,Stanford,2013
1508,482574,S.Taylor,2011,Stanford,1228.0,221.0,5.0,140.0,ARI,RB,22.0,0.0,3.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,120.0,393.0,1.0,20.0,154.0,3.0,5.0,,,Stanford,2013
1507,482574,S.Taylor,2010,Stanford,60.0,8.0,5.0,140.0,ARI,RB,22.0,0.0,3.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,120.0,393.0,1.0,20.0,154.0,3.0,5.0,,,Stanford,2013
796,243291,S.Thompson,2009,Penn State,14.0,3.0,7.0,225.0,DEN,DB,23.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,,California,2010
797,243291,S.Thompson,2009,Penn State,14.0,3.0,1.0,25.0,CAR,OLB,21.0,5.0,20.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,1.0,9.5,Washington,2015
798,535329,S.Thompson,2014,Washington,472.0,64.0,7.0,225.0,DEN,DB,23.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,,California,2010
799,535329,S.Thompson,2014,Washington,472.0,64.0,1.0,25.0,CAR,OLB,21.0,5.0,20.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,1.0,9.5,Washington,2015
732,238201,S.Vereen,2010,California,59.0,16.0,2.0,56.0,NWE,RB,22.0,0.0,25.0,16.0,79.0,0.0,1.0,0.0,0.0,1.0,356.0,1489.0,8.0,221.0,1865.0,11.0,3.0,,,California,2011
731,238201,S.Vereen,2009,California,75.0,18.0,2.0,56.0,NWE,RB,22.0,0.0,25.0,16.0,79.0,0.0,1.0,0.0,0.0,1.0,356.0,1489.0,8.0,221.0,1865.0,11.0,3.0,,,California,2011
1706,504167,S.Ware,2010,LSU,73.0,14.0,6.0,194.0,SEA,RB,21.0,1.0,17.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,340.0,1580.0,11.0,59.0,676.0,2.0,,,,LSU,2013
1707,504167,S.Ware,2011,LSU,799.0,200.0,6.0,194.0,SEA,RB,21.0,1.0,17.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,340.0,1580.0,11.0,59.0,676.0,2.0,,,,LSU,2013
1708,504167,S.Ware,2012,LSU,396.0,99.0,6.0,194.0,SEA,RB,21.0,1.0,17.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,340.0,1580.0,11.0,59.0,676.0,2.0,,,,LSU,2013
1757,512839,S.Watkins,2011,Clemson,282.0,40.0,1.0,4.0,BUF,WR,21.0,6.0,30.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,73.0,0.0,272.0,4083.0,31.0,3.0,,,Clemson,2014
1758,512839,S.Watkins,2012,Clemson,100.0,13.0,1.0,4.0,BUF,WR,21.0,6.0,30.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,73.0,0.0,272.0,4083.0,31.0,3.0,,,Clemson,2014
1688,503597,S.Williams,2011,Army,17.0,1.0,1.0,28.0,DEN,DT,24.0,4.0,29.0,22.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,5.5,North Carolina,2013
1689,503597,S.Williams,2011,Army,17.0,1.0,3.0,84.0,CIN,DB,22.0,4.0,19.0,19.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,11.0,2.0,Georgia,2013
1690,503597,S.Williams,2011,Army,17.0,1.0,5.0,145.0,SDG,DB,22.0,0.0,4.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,1.0,California,2013
1691,3126338,S.Williams,2014,Kentucky,614.0,93.0,1.0,28.0,DEN,DT,24.0,4.0,29.0,22.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,5.5,North Carolina,2013
1692,3126338,S.Williams,2014,Kentucky,614.0,93.0,3.0,84.0,CIN,DB,22.0,4.0,19.0,19.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,11.0,2.0,Georgia,2013
1693,3126338,S.Williams,2014,Kentucky,614.0,93.0,5.0,145.0,SDG,DB,22.0,0.0,4.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,1.0,California,2013
1557,487982,T.Austin,2012,West Virginia,602.0,63.0,1.0,8.0,STL,WR,23.0,4.0,24.0,22.0,89.0,0.0,1.0,0.0,0.0,0.0,194.0,1337.0,10.0,210.0,1919.0,14.0,2.0,,,West Virginia,2013
1556,487982,T.Austin,2012,West Virginia,602.0,63.0,7.0,219.0,WAS,WR,22.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,184.0,0.0,2.0,,,UCLA,2010
1559,502902,T.Austin,2011,New Mexico,69.0,19.0,1.0,8.0,STL,WR,23.0,4.0,24.0,22.0,89.0,0.0,1.0,0.0,0.0,0.0,194.0,1337.0,10.0,210.0,1919.0,14.0,2.0,,,West Virginia,2013
1558,502902,T.Austin,2011,New Mexico,69.0,19.0,7.0,219.0,WAS,WR,22.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,184.0,0.0,2.0,,,UCLA,2010
1195,382156,T.Benjamin,2011,Miami,28.0,9.0,4.0,100.0,CLE,WR,22.0,2.0,25.0,13.0,101.0,0.0,1.0,0.0,0.0,0.0,36.0,268.0,0.0,208.0,3143.0,19.0,3.0,,,Miami (FL),2012
1194,382156,T.Benjamin,2010,Miami,44.0,3.0,4.0,100.0,CLE,WR,22.0,2.0,25.0,13.0,101.0,0.0,1.0,0.0,0.0,0.0,36.0,268.0,0.0,208.0,3143.0,19.0,3.0,,,Miami (FL),2012
1193,382156,T.Benjamin,2009,Miami,22.0,10.0,4.0,100.0,CLE,WR,22.0,2.0,25.0,13.0,101.0,0.0,1.0,0.0,0.0,0.0,36.0,268.0,0.0,208.0,3143.0,19.0,3.0,,,Miami (FL),2012
1483,481654,T.Bohanon,2011,Wake Forest,30.0,14.0,7.0,215.0,NYJ,RB,22.0,2.0,1.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,26.0,72.0,2.0,29.0,239.0,1.0,1.0,,,Wake Forest,2013
1481,481654,T.Bohanon,2009,Wake Forest,55.0,18.0,7.0,215.0,NYJ,RB,22.0,2.0,1.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,26.0,72.0,2.0,29.0,239.0,1.0,1.0,,,Wake Forest,2013
1482,481654,T.Bohanon,2010,Wake Forest,77.0,17.0,7.0,215.0,NYJ,RB,22.0,2.0,1.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,26.0,72.0,2.0,29.0,239.0,1.0,1.0,,,Wake Forest,2013
1360,546650,T.Boyd,2013,Pittsburgh,108.0,11.0,6.0,213.0,NYJ,QB,23.0,0.0,,,,,,,,,,,,,,,,,,Clemson,2014
1358,480221,T.Boyd,2012,Clemson,576.0,193.0,6.0,213.0,NYJ,QB,23.0,0.0,,,,,,,,,,,,,,,,,,Clemson,2014
1357,480221,T.Boyd,2011,Clemson,193.0,150.0,6.0,213.0,NYJ,QB,23.0,0.0,,,,,,,,,,,,,,,,,,Clemson,2014
1361,546650,T.Boyd,2014,Pittsburgh,67.0,14.0,6.0,213.0,NYJ,QB,23.0,0.0,,,,,,,,,,,,,,,,,,Clemson,2014
1356,480221,T.Boyd,2010,Clemson,14.0,28.0,6.0,213.0,NYJ,QB,23.0,0.0,,,,,,,,,,,,,,,,,,Clemson,2014
1359,480221,T.Boyd,2013,Clemson,331.0,162.0,6.0,213.0,NYJ,QB,23.0,0.0,,,,,,,,,,,,,,,,,,Clemson,2014
1742,511614,T.Bridgewater,2013,Louisville,35.0,6.0,1.0,32.0,MIN,QB,21.0,3.0,22.0,22.0,42.0,697.0,1069.0,7638.0,38.0,25.0,127.0,440.0,4.0,0.0,0.0,0.0,1.0,,,Louisville,2014
1741,511614,T.Bridgewater,2011,Louisville,23.0,16.0,1.0,32.0,MIN,QB,21.0,3.0,22.0,22.0,42.0,697.0,1069.0,7638.0,38.0,25.0,127.0,440.0,4.0,0.0,0.0,0.0,1.0,,,Louisville,2014
1896,545392,T.Brown,2014,Iowa State,109.0,24.0,7.0,244.0,SFO,G,22.0,4.0,22.0,12.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida,2015
758,240512,T.Clemons,2010,Colorado,17.0,3.0,7.0,231.0,PIT,WR,23.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,,,,Colorado,2012
1886,535801,T.Coleman,2013,Indiana,1012.0,146.0,3.0,73.0,ATL,RB,22.0,1.0,25.0,25.0,63.0,0.0,0.0,0.0,0.0,0.0,620.0,2735.0,23.0,106.0,1116.0,12.0,,,,Indiana,2015
1887,535801,T.Coleman,2014,Indiana,2168.0,289.0,3.0,73.0,ATL,RB,22.0,1.0,25.0,25.0,63.0,0.0,0.0,0.0,0.0,0.0,620.0,2735.0,23.0,106.0,1116.0,12.0,,,,Indiana,2015
1885,535801,T.Coleman,2012,Indiana,225.0,51.0,3.0,73.0,ATL,RB,22.0,1.0,25.0,25.0,63.0,0.0,0.0,0.0,0.0,0.0,620.0,2735.0,23.0,106.0,1116.0,12.0,,,,Indiana,2015
1134,381622,T.Doss,2009,Indiana,125.0,15.0,4.0,123.0,BAL,WR,21.0,0.0,4.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,428.0,1.0,1.0,,,Indiana,2011
1135,381622,T.Doss,2010,Indiana,163.0,28.0,4.0,123.0,BAL,WR,21.0,0.0,4.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,428.0,1.0,1.0,,,Indiana,2011
1504,482572,T.Gaffney,2010,Stanford,76.0,7.0,6.0,204.0,CAR,RB,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Stanford,2014
1505,482572,T.Gaffney,2011,Stanford,450.0,72.0,6.0,204.0,CAR,RB,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Stanford,2014
1506,482572,T.Gaffney,2013,Stanford,1618.0,306.0,6.0,204.0,CAR,RB,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Stanford,2014
1414,480729,T.Ganaway,2009,Baylor,211.0,72.0,6.0,202.0,NYJ,RB,23.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Baylor,2012
1415,480729,T.Ganaway,2010,Baylor,295.0,46.0,6.0,202.0,NYJ,RB,23.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Baylor,2012
1416,480729,T.Ganaway,2011,Baylor,1347.0,229.0,6.0,202.0,NYJ,RB,23.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Baylor,2012
445,188524,T.Gerhart,2009,Stanford,82.0,17.0,2.0,51.0,MIN,RB,23.0,0.0,16.0,13.0,82.0,0.0,0.0,0.0,0.0,0.0,397.0,1675.0,7.0,100.0,809.0,3.0,8.0,,,Stanford,2010
1875,534669,T.Gurley,2014,Georgia,1109.0,138.0,1.0,10.0,STL,RB,21.0,5.0,45.0,45.0,66.0,0.0,0.0,0.0,0.0,0.0,1146.0,4975.0,52.0,202.0,1964.0,11.0,,,,Georgia,2015
1874,534669,T.Gurley,2013,Georgia,1179.0,176.0,1.0,10.0,STL,RB,21.0,5.0,45.0,45.0,66.0,0.0,0.0,0.0,0.0,0.0,1146.0,4975.0,52.0,202.0,1964.0,11.0,,,,Georgia,2015
1873,534669,T.Gurley,2012,Georgia,1357.0,211.0,1.0,10.0,STL,RB,21.0,5.0,45.0,45.0,66.0,0.0,0.0,0.0,0.0,0.0,1146.0,4975.0,52.0,202.0,1964.0,11.0,,,,Georgia,2015
1310,384853,T.Hilton,2010,Florida International,12.0,4.0,3.0,92.0,IND,WR,22.0,7.0,63.0,63.0,114.0,0.0,1.0,0.0,0.0,0.0,9.0,55.0,0.0,539.0,8457.0,45.0,4.0,,,Florida International,2012
213,181680,T.Holliday,2009,LSU,116.0,23.0,6.0,197.0,HOU,WR,24.0,0.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,17.0,0.0,,,,LSU,2010
634,235942,T.Jackson,2009,Eastern Kentucky,21.0,4.0,4.0,111.0,NWE,G,22.0,1.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida St.,2015
635,500545,T.Jackson,2012,Wake Forest,48.0,16.0,4.0,111.0,NWE,G,22.0,1.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida St.,2015
1856,532115,T.Johnson,2012,Texas A&M,33.0,1.0,7.0,251.0,CIN,C,23.0,0.0,4.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,South Carolina,2013
1855,532115,T.Johnson,2012,Texas A&M,33.0,1.0,3.0,65.0,STL,DB,22.0,6.0,30.0,27.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,23.0,,Montana,2012
1859,3122553,T.Johnson,2014,Arizona,19.0,3.0,3.0,65.0,STL,DB,22.0,6.0,30.0,27.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,23.0,,Montana,2012
1860,3122553,T.Johnson,2014,Arizona,19.0,3.0,7.0,251.0,CIN,C,23.0,0.0,4.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,South Carolina,2013
1857,545520,T.Johnson,2014,TCU,267.0,47.0,3.0,65.0,STL,DB,22.0,6.0,30.0,27.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,23.0,,Montana,2012
1858,545520,T.Johnson,2014,TCU,267.0,47.0,7.0,251.0,CIN,C,23.0,0.0,4.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,South Carolina,2013
1151,500465,T.Jones,2012,Colorado,320.0,63.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1150,500465,T.Jones,2012,Colorado,320.0,63.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1161,548240,T.Jones,2014,Texas State,11.0,17.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1149,500465,T.Jones,2011,Colorado,315.0,80.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1148,500465,T.Jones,2011,Colorado,315.0,80.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1152,500465,T.Jones,2013,Colorado,249.0,73.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1153,500465,T.Jones,2013,Colorado,249.0,73.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1145,500412,T.Jones,2012,Northwestern,28.0,2.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1159,518318,T.Jones,2011,Northwestern,69.0,19.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1147,500412,T.Jones,2014,Northwestern,17.0,3.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1146,500412,T.Jones,2014,Northwestern,17.0,3.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1162,551296,T.Jones,2014,Alabama,224.0,36.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1144,500412,T.Jones,2012,Northwestern,28.0,2.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1143,480769,T.Jones,2011,Florida State,86.0,27.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1142,480769,T.Jones,2011,Florida State,86.0,27.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1141,480769,T.Jones,2010,Florida State,552.0,92.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1140,480769,T.Jones,2010,Florida State,552.0,92.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1139,480769,T.Jones,2009,Florida State,251.0,51.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1138,480769,T.Jones,2009,Florida State,251.0,51.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1137,381627,T.Jones,2012,Northwestern,142.0,38.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1136,381627,T.Jones,2012,Northwestern,142.0,38.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1160,548240,T.Jones,2014,Texas State,11.0,17.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1163,551296,T.Jones,2014,Alabama,224.0,36.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1154,500465,T.Jones,2014,Colorado,403.0,94.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1157,500915,T.Jones,2013,Notre Dame,41.0,3.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1158,518318,T.Jones,2011,Northwestern,69.0,19.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1156,500915,T.Jones,2013,Notre Dame,41.0,3.0,4.0,125.0,OAK,RB,23.0,0.0,3.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,44.0,183.0,0.0,18.0,251.0,1.0,34.0,,,East. Washington,2011
1155,500465,T.Jones,2014,Colorado,403.0,94.0,6.0,189.0,DET,WR,22.0,0.0,6.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,67.0,852.0,5.0,,,,Notre Dame,2014
1755,512771,T.King,2012,Louisiana Tech,53.0,11.0,5.0,161.0,DEN,WR,23.0,0.0,2.0,,17.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,22.0,303.0,3.0,,,,Georgia,2013
1756,512771,T.King,2013,Louisiana Tech,39.0,12.0,5.0,161.0,DEN,WR,23.0,0.0,2.0,,17.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,22.0,303.0,3.0,,,,Georgia,2013
1449,481433,T.Lewan,2010,Michigan,11.0,0.0,1.0,11.0,TEN,T,23.0,5.0,38.0,38.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,,,,Michigan,2014
