,athlete_id,athlete_name,year,school_name,rushing_yards,rushing_attempts,Rnd,Pick,Tm,Pos,Age,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,year_drafted
1733,511363,C.Richardson,2011,Virginia,374.0,70.0,5.0,153.0,BUF,G,23.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Baylor,2014
1734,511363,C.Richardson,2012,Virginia,59.0,24.0,5.0,153.0,BUF,G,23.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Baylor,2014
1445,480981,C.Robinson,2011,Troy,30.0,5.0,7.0,240.0,DET,T,23.0,0.0,6.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,South Carolina,2015
230,183547,C.Scott,2009,LSU,542.0,116.0,6.0,200.0,PHI,RB,,0.0,,,,,,,,,,,,,,,,,,LSU,2010
229,183547,C.Scott,2009,LSU,542.0,116.0,5.0,151.0,PIT,G,23.0,0.0,8.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Tennessee,2010
231,378616,C.Scott,2009,Florida,26.0,9.0,5.0,151.0,PIT,G,23.0,0.0,8.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Tennessee,2010
232,378616,C.Scott,2009,Florida,26.0,9.0,6.0,200.0,PHI,RB,,0.0,,,,,,,,,,,,,,,,,,LSU,2010
1501,482428,C.Sims,2013,West Virginia,1130.0,216.0,3.0,69.0,TAM,RB,23.0,0.0,13.0,13.0,47.0,0.0,0.0,0.0,0.0,0.0,245.0,958.0,2.0,129.0,1190.0,6.0,1.0,,,West Virginia,2014
1500,482428,C.Sims,2011,Houston,20.0,4.0,3.0,69.0,TAM,RB,23.0,0.0,13.0,13.0,47.0,0.0,0.0,0.0,0.0,0.0,245.0,958.0,2.0,129.0,1190.0,6.0,1.0,,,West Virginia,2014
1499,482428,C.Sims,2009,Houston,80.0,19.0,3.0,69.0,TAM,RB,23.0,0.0,13.0,13.0,47.0,0.0,0.0,0.0,0.0,0.0,245.0,958.0,2.0,129.0,1190.0,6.0,1.0,,,West Virginia,2014
1899,546463,C.Smith,2014,Arizona State,25.0,3.0,5.0,159.0,JAX,DE,22.0,0.0,6.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,8.5,Arkansas,2014
518,192151,C.Spiller,2009,Clemson,1163.0,210.0,1.0,9.0,BUF,RB,23.0,3.0,34.0,32.0,90.0,0.0,0.0,0.0,0.0,0.0,712.0,3451.0,12.0,198.0,1484.0,9.0,2.0,,,Clemson,2010
1288,550504,C.Thomas,2014,Oklahoma,141.0,23.0,5.0,146.0,SDG,DT,23.0,2.0,17.0,10.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,7.5,North Carolina,2010
1287,382690,C.Thomas,2011,Georgia,367.0,76.0,5.0,146.0,SDG,DT,23.0,2.0,17.0,10.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,7.5,North Carolina,2010
1286,382690,C.Thomas,2010,Georgia,265.0,67.0,5.0,146.0,SDG,DT,23.0,2.0,17.0,10.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,7.5,North Carolina,2010
1285,382690,C.Thomas,2009,Georgia,93.0,25.0,5.0,146.0,SDG,DT,23.0,2.0,17.0,10.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,7.5,North Carolina,2010
1425,480764,C.Thompson,2010,Florida State,751.0,130.0,4.0,130.0,BAL,DB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,South Carolina St.,2012
1433,480764,C.Thompson,2012,Florida State,687.0,91.0,5.0,150.0,MIA,S,22.0,0.0,,,,,,,,,,,,,,,,,,Minnesota,2015
1432,480764,C.Thompson,2012,Florida State,687.0,91.0,5.0,154.0,WAS,RB,22.0,0.0,16.0,16.0,61.0,0.0,0.0,0.0,0.0,0.0,236.0,1135.0,5.0,197.0,1670.0,10.0,,,,Florida St.,2013
1431,480764,C.Thompson,2012,Florida State,687.0,91.0,4.0,130.0,BAL,DB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,South Carolina St.,2012
1430,480764,C.Thompson,2011,Florida State,74.0,34.0,5.0,150.0,MIA,S,22.0,0.0,,,,,,,,,,,,,,,,,,Minnesota,2015
1429,480764,C.Thompson,2011,Florida State,74.0,34.0,5.0,154.0,WAS,RB,22.0,0.0,16.0,16.0,61.0,0.0,0.0,0.0,0.0,0.0,236.0,1135.0,5.0,197.0,1670.0,10.0,,,,Florida St.,2013
1424,480764,C.Thompson,2009,Florida State,100.0,21.0,5.0,150.0,MIA,S,22.0,0.0,,,,,,,,,,,,,,,,,,Minnesota,2015
1422,480764,C.Thompson,2009,Florida State,100.0,21.0,4.0,130.0,BAL,DB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,South Carolina St.,2012
1427,480764,C.Thompson,2010,Florida State,751.0,130.0,5.0,150.0,MIA,S,22.0,0.0,,,,,,,,,,,,,,,,,,Minnesota,2015
1428,480764,C.Thompson,2011,Florida State,74.0,34.0,4.0,130.0,BAL,DB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,South Carolina St.,2012
1426,480764,C.Thompson,2010,Florida State,751.0,130.0,5.0,154.0,WAS,RB,22.0,0.0,16.0,16.0,61.0,0.0,0.0,0.0,0.0,0.0,236.0,1135.0,5.0,197.0,1670.0,10.0,,,,Florida St.,2013
1423,480764,C.Thompson,2009,Florida State,100.0,21.0,5.0,154.0,WAS,RB,22.0,0.0,16.0,16.0,61.0,0.0,0.0,0.0,0.0,0.0,236.0,1135.0,5.0,197.0,1670.0,10.0,,,,Florida St.,2013
1824,516462,C.White,2013,Bethune-Cookman,13.0,7.0,5.0,162.0,NOR,DB,22.0,0.0,12.0,10.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,6.0,1.0,Samford,2012
1823,516462,C.White,2013,Bethune-Cookman,13.0,7.0,6.0,169.0,BUF,LB,22.0,0.0,4.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,,Mississippi St.,2011
1487,482042,C.Wilson,2010,Central Michigan,42.0,3.0,7.0,230.0,GNB,DE,23.0,0.0,15.0,9.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,7.5,East Carolina,2010
1488,482042,C.Wilson,2012,Central Michigan,20.0,4.0,7.0,230.0,GNB,DE,23.0,0.0,15.0,9.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,7.5,East Carolina,2010
1384,480261,D.Adams,2012,Portland State,20.0,9.0,2.0,53.0,GNB,WR,21.0,6.0,34.0,34.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,4734.0,39.0,1.0,,,Fresno St.,2014
1385,480261,D.Adams,2013,Portland State,139.0,21.0,2.0,53.0,GNB,WR,21.0,6.0,34.0,34.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,4734.0,39.0,1.0,,,Fresno St.,2014
1383,480261,D.Adams,2011,Maryland,174.0,40.0,2.0,53.0,GNB,WR,21.0,6.0,34.0,34.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,4734.0,39.0,1.0,,,Fresno St.,2014
1382,480261,D.Adams,2010,Maryland,204.0,54.0,2.0,53.0,GNB,WR,21.0,6.0,34.0,34.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,4734.0,39.0,1.0,,,Fresno St.,2014
1807,515514,D.Alexander,2013,Colorado State,14.0,4.0,5.0,172.0,KAN,OLB,23.0,0.0,7.0,5.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,Oregon St.,2015
1806,515514,D.Alexander,2012,Colorado State,66.0,8.0,5.0,172.0,KAN,OLB,23.0,0.0,7.0,5.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,Oregon St.,2015
1474,550651,D.Allen,2014,Oregon,21.0,1.0,3.0,64.0,IND,TE,22.0,4.0,12.0,11.0,86.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,139.0,1564.0,20.0,2.0,,,Clemson,2012
1472,481616,D.Allen,2010,Oklahoma,17.0,5.0,3.0,64.0,IND,TE,22.0,4.0,12.0,11.0,86.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,139.0,1564.0,20.0,2.0,,,Clemson,2012
1473,521054,D.Allen,2012,Bethune-Cookman,15.0,2.0,3.0,64.0,IND,TE,22.0,4.0,12.0,11.0,86.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,139.0,1564.0,20.0,2.0,,,Clemson,2012
1490,482107,D.Archer,2010,Kent State,21.0,9.0,3.0,97.0,PIT,WR,23.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,7.0,23.0,0.0,,,,Kent St.,2014
1489,482107,D.Archer,2009,Kent State,76.0,17.0,3.0,97.0,PIT,WR,23.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,7.0,23.0,0.0,,,,Kent St.,2014
1491,482107,D.Archer,2012,Kent State,78.0,8.0,3.0,97.0,PIT,WR,23.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,7.0,23.0,0.0,,,,Kent St.,2014
537,232149,D.Briscoe,2009,Kansas,19.0,2.0,6.0,191.0,CIN,WR,21.0,0.0,4.0,,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,502.0,7.0,3.0,,,Kansas,2010
618,235609,D.Brown,2010,Wake Forest,142.0,20.0,7.0,233.0,KAN,WR,23.0,0.0,,,,,,,,,,,,,,,,,,Northern Illinois,2015
619,482238,D.Brown,2010,Ball State,62.0,13.0,7.0,233.0,KAN,WR,23.0,0.0,,,,,,,,,,,,,,,,,,Northern Illinois,2015
620,500365,D.Brown,2011,Louisville,138.0,32.0,7.0,233.0,KAN,WR,23.0,0.0,,,,,,,,,,,,,,,,,,Northern Illinois,2015
621,500365,D.Brown,2013,Louisville,45.0,12.0,7.0,233.0,KAN,WR,23.0,0.0,,,,,,,,,,,,,,,,,,Northern Illinois,2015
622,500365,D.Brown,2014,Louisville,378.0,96.0,7.0,233.0,KAN,WR,23.0,0.0,,,,,,,,,,,,,,,,,,Northern Illinois,2015
623,504584,D.Brown,2010,Ohio,40.0,10.0,7.0,233.0,KAN,WR,23.0,0.0,,,,,,,,,,,,,,,,,,Northern Illinois,2015
624,530573,D.Brown,2014,Navy,41.0,4.0,7.0,233.0,KAN,WR,23.0,0.0,,,,,,,,,,,,,,,,,,Northern Illinois,2015
617,235609,D.Brown,2009,Wake Forest,196.0,44.0,7.0,233.0,KAN,WR,23.0,0.0,,,,,,,,,,,,,,,,,,Northern Illinois,2015
1797,514778,D.Butler,2013,Tulane,19.0,1.0,3.0,79.0,SDG,LB,21.0,5.0,29.0,27.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,3.0,7.0,Washington,2010
1798,514778,D.Butler,2014,Tulane,65.0,11.0,3.0,79.0,SDG,LB,21.0,5.0,29.0,27.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,3.0,7.0,Washington,2010
1799,545627,D.Butler,2013,Ohio State,14.0,4.0,3.0,79.0,SDG,LB,21.0,5.0,29.0,27.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,3.0,7.0,Washington,2010
499,190183,D.Carter,2010,Syracuse,30.0,6.0,6.0,184.0,ARI,DT,23.0,0.0,5.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,1.0,UCLA,2011
497,190183,D.Carter,2009,Syracuse,212.0,56.0,6.0,184.0,ARI,DT,23.0,0.0,5.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,1.0,UCLA,2011
496,190183,D.Carter,2009,Syracuse,212.0,56.0,4.0,119.0,IND,RB,24.0,0.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,133.0,499.0,5.0,6.0,31.0,0.0,,,,Syracuse,2011
498,190183,D.Carter,2010,Syracuse,30.0,6.0,4.0,119.0,IND,RB,24.0,0.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,133.0,499.0,5.0,6.0,31.0,0.0,,,,Syracuse,2011
673,236822,D.Coale,2011,Virginia Tech,33.0,3.0,5.0,152.0,DAL,WR,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Virginia Tech,2012
672,236822,D.Coale,2009,Virginia Tech,13.0,3.0,5.0,152.0,DAL,WR,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Virginia Tech,2012
1753,512737,D.Cobb,2013,Minnesota,1111.0,219.0,5.0,138.0,TEN,RB,22.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,52.0,146.0,1.0,1.0,-2.0,0.0,,,,Minnesota,2015
1752,512737,D.Cobb,2011,Minnesota,57.0,10.0,5.0,138.0,TEN,RB,22.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,52.0,146.0,1.0,1.0,-2.0,0.0,,,,Minnesota,2015
1754,512737,D.Cobb,2014,Minnesota,1589.0,309.0,5.0,138.0,TEN,RB,22.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,52.0,146.0,1.0,1.0,-2.0,0.0,,,,Minnesota,2015
505,500941,D.Davis,2010,East Carolina,61.0,19.0,3.0,77.0,NYJ,LB,23.0,7.0,45.0,34.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1.0,19.5,Arkansas St.,2012
501,190185,D.Davis,2009,Syracuse,13.0,2.0,3.0,77.0,NYJ,LB,23.0,7.0,45.0,34.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1.0,19.5,Arkansas St.,2012
502,191204,D.Davis,2009,Ole Miss,47.0,8.0,7.0,236.0,SEA,LB,23.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,1.0,Arizona St.,2010
503,191204,D.Davis,2009,Ole Miss,47.0,8.0,3.0,77.0,NYJ,LB,23.0,7.0,45.0,34.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1.0,19.5,Arkansas St.,2012
504,500941,D.Davis,2010,East Carolina,61.0,19.0,7.0,236.0,SEA,LB,23.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,1.0,Arizona St.,2010
500,190185,D.Davis,2009,Syracuse,13.0,2.0,7.0,236.0,SEA,LB,23.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,1.0,Arizona St.,2010
998,514134,D.Freeman,2011,Florida State,578.0,125.0,4.0,103.0,ATL,RB,22.0,4.0,38.0,38.0,72.0,0.0,0.0,0.0,0.0,0.0,874.0,3687.0,30.0,236.0,1887.0,10.0,3.0,,,Florida St.,2014
997,379408,D.Freeman,2011,San José State,64.0,17.0,4.0,103.0,ATL,RB,22.0,4.0,38.0,38.0,72.0,0.0,0.0,0.0,0.0,0.0,874.0,3687.0,30.0,236.0,1887.0,10.0,3.0,,,Florida St.,2014
996,379408,D.Freeman,2010,San José State,27.0,8.0,4.0,103.0,ATL,RB,22.0,4.0,38.0,38.0,72.0,0.0,0.0,0.0,0.0,0.0,874.0,3687.0,30.0,236.0,1887.0,10.0,3.0,,,Florida St.,2014
1000,514134,D.Freeman,2013,Florida State,987.0,175.0,4.0,103.0,ATL,RB,22.0,4.0,38.0,38.0,72.0,0.0,0.0,0.0,0.0,0.0,874.0,3687.0,30.0,236.0,1887.0,10.0,3.0,,,Florida St.,2014
999,514134,D.Freeman,2012,Florida State,667.0,105.0,4.0,103.0,ATL,RB,22.0,4.0,38.0,38.0,72.0,0.0,0.0,0.0,0.0,0.0,874.0,3687.0,30.0,236.0,1887.0,10.0,3.0,,,Florida St.,2014
1879,535145,D.Funchess,2013,Michigan,20.0,4.0,2.0,41.0,CAR,TE,21.0,2.0,20.0,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,2265.0,21.0,,,,Michigan,2015
1778,513736,D.Goodson,2012,Colorado,18.0,5.0,6.0,197.0,GNB,DB,25.0,0.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,,Baylor,2014
1779,513736,D.Goodson,2013,Colorado,42.0,4.0,6.0,197.0,GNB,DB,25.0,0.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,,Baylor,2014
1853,531380,D.Green-Beckham,2012,Missouri,35.0,9.0,2.0,40.0,TEN,WR,22.0,0.0,7.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,941.0,6.0,,,,Oklahoma,2015
385,184622,D.Harris,2009,East Carolina,25.0,9.0,6.0,176.0,DAL,WR,23.0,0.0,12.0,5.0,106.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,0.0,77.0,874.0,8.0,30.0,,,East Carolina,2011
386,233693,D.Harris,2009,Troy,46.0,18.0,6.0,176.0,DAL,WR,23.0,0.0,12.0,5.0,106.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,0.0,77.0,874.0,8.0,30.0,,,East Carolina,2011
387,233693,D.Harris,2010,Troy,51.0,13.0,6.0,176.0,DAL,WR,23.0,0.0,12.0,5.0,106.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,0.0,77.0,874.0,8.0,30.0,,,East Carolina,2011
631,235681,D.Herron,2009,Ohio State,558.0,139.0,6.0,191.0,CIN,RB,23.0,0.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,112.0,468.0,1.0,31.0,277.0,0.0,7.0,,,Ohio St.,2012
632,235681,D.Herron,2010,Ohio State,1134.0,206.0,6.0,191.0,CIN,RB,23.0,0.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,112.0,468.0,1.0,31.0,277.0,0.0,7.0,,,Ohio St.,2012
633,235681,D.Herron,2011,Ohio State,596.0,123.0,6.0,191.0,CIN,RB,23.0,0.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,112.0,468.0,1.0,31.0,277.0,0.0,7.0,,,Ohio St.,2012
1657,501690,D.Howard,2012,Clemson,160.0,38.0,7.0,241.0,TEN,DT,,0.0,,,,,,,,,,,,,,,,,,Brown,2010
1658,501690,D.Howard,2013,Clemson,216.0,61.0,7.0,241.0,TEN,DT,,0.0,,,,,,,,,,,,,,,,,,Brown,2010
1659,501690,D.Howard,2014,Clemson,222.0,58.0,7.0,241.0,TEN,DT,,0.0,,,,,,,,,,,,,,,,,,Brown,2010
1656,501690,D.Howard,2011,Clemson,311.0,50.0,7.0,241.0,TEN,DT,,0.0,,,,,,,,,,,,,,,,,,Brown,2010
1236,499005,D.Johnson,2012,Northern Iowa,95.0,24.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1235,499005,D.Johnson,2011,Northern Iowa,36.0,10.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1267,530398,D.Johnson,2014,Miami,1613.0,236.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1264,530398,D.Johnson,2013,Miami,979.0,166.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1263,530398,D.Johnson,2013,Miami,979.0,166.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1262,530398,D.Johnson,2012,Miami,966.0,145.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1261,530398,D.Johnson,2012,Miami,966.0,145.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1260,530398,D.Johnson,2012,Miami,966.0,145.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1259,500829,D.Johnson,2013,Miami,21.0,5.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1258,500829,D.Johnson,2013,Miami,21.0,5.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1257,500829,D.Johnson,2013,Miami,21.0,5.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1265,530398,D.Johnson,2013,Miami,979.0,166.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1256,500829,D.Johnson,2011,Iowa,79.0,18.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1254,500829,D.Johnson,2011,Iowa,79.0,18.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1253,499959,D.Johnson,2013,Wofford,77.0,18.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1252,499959,D.Johnson,2013,Wofford,77.0,18.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1251,499959,D.Johnson,2013,Wofford,77.0,18.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1250,499959,D.Johnson,2012,Wofford,46.0,10.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1249,499959,D.Johnson,2012,Wofford,46.0,10.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1276,531076,D.Johnson,2014,Texas,88.0,7.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1277,531076,D.Johnson,2014,Texas,88.0,7.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1255,500829,D.Johnson,2011,Iowa,79.0,18.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1278,535147,D.Johnson,2014,Michigan,361.0,60.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1266,530398,D.Johnson,2014,Miami,1613.0,236.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1221,383771,D.Johnson,2009,Tulsa,23.0,2.0,4.0,129.0,SFO,DB,22.0,1.0,10.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,,North Carolina St.,2014
1213,382633,D.Johnson,2010,Arkansas,83.0,9.0,3.0,77.0,CLE,RB,21.0,0.0,19.0,19.0,73.0,0.0,1.0,0.0,0.0,0.0,353.0,1573.0,6.0,257.0,2398.0,10.0,1.0,,,Miami (FL),2015
1214,382633,D.Johnson,2010,Arkansas,83.0,9.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
1268,530398,D.Johnson,2014,Miami,1613.0,236.0,3.0,86.0,ARI,RB,23.0,3.0,30.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,769.0,3085.0,33.0,203.0,2172.0,14.0,,,,Northern Iowa,2015
